"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(38, 39)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 65)","(75, 41)","(61, 34)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 66)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(60, 33)","(37, 39)","(38, 62)","(54, 71)","(79, 66)","(77, 43)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(73, 43)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(75, 46)","(76, 63)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(50, 66)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(57, 37)","(76, 47)","(76, 62)","(50, 66)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 63)","(54, 68)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 63)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(75, 46)","(76, 63)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(75, 46)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 46)","(76, 63)","(51, 67)","(39, 57)","(58, 52)",,,,,,,
"(40, 44)","(56, 37)","(71, 42)","(76, 63)","(51, 67)","(39, 57)","(58, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(57, 37)","(72, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 63)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 63)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(64, 38)","(75, 45)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 36)","(39, 63)","(54, 71)","(78, 66)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 48)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(74, 44)","(76, 62)","(54, 68)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(56, 37)","(76, 48)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(49, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(75, 45)","(76, 63)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 63)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 47)","(76, 63)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 37)","(38, 62)","(54, 71)","(79, 66)","(76, 42)","(61, 34)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(75, 45)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(38, 38)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(61, 34)","(57, 52)",,,,,,,
"(39, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(62, 33)","(37, 40)","(38, 62)","(54, 71)","(79, 66)","(78, 44)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(38, 38)","(39, 63)","(54, 71)","(78, 66)","(76, 42)","(61, 34)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 36)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(38, 37)","(39, 63)","(54, 71)","(79, 65)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(62, 33)","(37, 39)","(38, 62)","(54, 71)","(79, 65)","(77, 43)","(57, 52)",,,,,,,
"(61, 33)","(37, 41)","(38, 62)","(55, 71)","(79, 66)","(77, 42)","(57, 52)",,,,,,,
"(38, 38)","(39, 63)","(55, 71)","(79, 66)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 46)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(50, 66)","(39, 58)","(57, 52)",,,,,,,
"(62, 33)","(37, 40)","(38, 62)","(54, 71)","(79, 65)","(77, 43)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(62, 34)","(57, 52)",,,,,,,
"(62, 33)","(37, 40)","(37, 61)","(54, 71)","(79, 65)","(77, 43)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 46)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 36)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 63)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(75, 45)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(75, 45)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(75, 46)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 46)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 46)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(64, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(40, 44)","(64, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(40, 44)","(61, 37)","(75, 45)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(62, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(56, 37)","(76, 47)","(76, 63)","(51, 67)","(40, 58)","(57, 52)",,,,,,,
"(40, 44)","(56, 37)","(76, 47)","(76, 63)","(49, 66)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 44)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(57, 37)","(71, 42)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 63)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 63)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 63)","(61, 68)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 47)","(76, 63)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 48)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(57, 37)","(71, 42)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(57, 37)","(72, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(75, 45)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(65, 39)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(40, 44)","(65, 39)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 63)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(75, 46)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(60, 33)","(37, 40)","(38, 62)","(54, 71)","(79, 66)","(77, 43)","(57, 52)",,,,,,,
"(40, 43)","(65, 39)","(76, 47)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(58, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 48)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 48)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(60, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 44)","(60, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 36)","(40, 64)","(54, 71)","(79, 65)","(83, 44)","(60, 34)","(58, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 45)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 48)","(76, 62)","(52, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 44)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(55, 71)","(79, 65)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(60, 68)","(39, 58)","(57, 52)",,,,,,,
"(38, 39)","(39, 63)","(54, 71)","(77, 68)","(76, 42)","(61, 34)","(57, 52)",,,,,,,
"(38, 39)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(75, 45)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 66)","(76, 42)","(57, 33)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(56, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(76, 47)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(37, 40)","(39, 63)","(54, 71)","(79, 65)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(73, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(37, 40)","(40, 64)","(55, 71)","(79, 65)","(76, 42)","(62, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 36)","(39, 63)","(54, 71)","(79, 66)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(37, 40)","(41, 64)","(55, 71)","(79, 65)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(38, 39)","(39, 63)","(54, 71)","(79, 65)","(76, 41)","(61, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(40, 43)","(57, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(38, 38)","(39, 63)","(54, 71)","(79, 65)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(38, 39)","(39, 63)","(54, 71)","(79, 65)","(76, 42)","(60, 34)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(48, 65)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(61, 37)","(75, 46)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(75, 45)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(57, 69)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(73, 43)","(76, 63)","(57, 69)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(54, 68)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(51, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(76, 47)","(76, 62)","(55, 68)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(63, 38)","(76, 47)","(76, 62)","(51, 67)","(39, 58)","(57, 52)",,,,,,,
"(38, 39)","(39, 63)","(54, 71)","(78, 66)","(75, 41)","(60, 34)","(57, 52)",,,,,,,
"(39, 45)","(61, 37)","(75, 46)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(76, 47)","(76, 62)","(50, 66)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(72, 43)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(40, 43)","(56, 37)","(71, 42)","(76, 62)","(51, 67)","(39, 57)","(57, 52)",,,,,,,
"(39, 45)","(63, 38)","(76, 47)","(76, 62)","(52, 67)","(40, 59)","(57, 52)",,,,,,,
